Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
xDefi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,Wallets,,,✅ Found,CTRL,3694,https://admin.thegrid.id/profiles/?rootId=3694,Name: Asset,kava,https://interchaininfo.zone/ecosystem/kava/indexes,xDefi Wallet is a non-custodial multi-chain wallet enhancing the digital asset experience with aggregated balances; chain abstraction; and a unified NFT interface. It integrates with top AMMs and DEXs; offering a proprietary aggregator for seamless asset trading and management.,
ACryptoS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.acryptos.com/,,https://twitter.com/acryptosdao,,DeFi; DEXs; Lending & Borrowing; Yield Optimization,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,ACryptoS is a multi-chain DeFi platform offering advanced yield optimization and liquidity management solutions; featuring products like Single-Token Vaults and ACSI StableSwap; and emphasizing security and sustainability through audited smart contracts and governance.,
AlphaGrowth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,https://twitter.com/bryancolligan,,NFTs; Marketplaces; Tooling & Analytics; DAOs & Multisigs; Tooling & Platforms,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,We match projects with grants and funding.,
Ankr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,Blockchains; Appchains; Tools & Infrastructure,,,✅ Found,Ankr,id1753351954-NdAuvuJYSk6PMWjTlen5jQ,https://admin.thegrid.id/profiles/?rootId=id1753351954-NdAuvuJYSk6PMWjTlen5jQ,Name: Profile,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Ankr is a Web3 infrastructure platform that provides decentralized node services; advanced APIs; staking solutions; and custom blockchain creation through its AppChains product. Founded in 2017; Ankr simplifies the development and deployment of decentralized applications; enhancing performance and scalability across multiple blockchains.,
Arkeo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://arkeo.network/,,https://twitter.com/arkeonetwork,,Tools & Infrastructure; Indexers,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Arkeo is a decentralized network that provides a robust backend for blockchain data; supporting multiple nodes like Bitcoin and Ethereum. It fosters a free-market environment where anyone can become a data provider; ensuring the platform remains censorship-resistant and community-driven; making it a cornerstone for developing decentralized applications.,
Axelar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,Blockchains; Appchains; Bridges; Trustless,,,✅ Found,Axelar,id1741703143-tjYfPb1sSf2HdTCz4qJelQ,https://admin.thegrid.id/profiles/?rootId=id1741703143-tjYfPb1sSf2HdTCz4qJelQ,Name: Profile,kava,https://interchaininfo.zone/ecosystem/kava/indexes,A blockchain dedicated to providing decentralized; cross-ecosystem bridging.,
Chorus One,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.chorus.one/,,https://twitter.com/ChorusOne,,Validators,,,✅ Found,Chorus One,id1748266743-obQxboyuTQ2iPwKLB0GGag,https://admin.thegrid.id/profiles/?rootId=id1748266743-obQxboyuTQ2iPwKLB0GGag,Name: Profile,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Cosmostation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://cosmostation.io/,,https://twitter.com/CosmostationVD,,Wallets,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Crosnest,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,https://twitter.com/crosnest_com,,Validators,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,We operate state-of-the-art distributed and redundant validator infrastructure for Proof of Stake Blockchains. We are one of the top IBC relayer in the Cosmos ecosystem.,
Cryptocito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,https://twitter.com/Cryptocito,,Creators & Education; Content Creators; People,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Cito is the longest standing content creator and educator in Cosmos. Primarily focused on videos; covering everything from airdrops to guides for new protocols; Cito & his team ensure that navigating and staying up to date in the Cosmos is not just easy; but fun and engaging. You can also support their work by staking with their validator; StakeCito!,
Dev3Map,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,http://dev3map.com,,https://twitter.com/dev3_map,,NFTs; Tooling & Analytics; Tools & Infrastructure,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Dev3Mapis an analytics tool that specificly tracks developer activity of many projects on Cosmos. Offering dedicated dashboards; unique evaluation categories and visualized metrics; it aims to provide a one-stop analytics tool for anyone who wants to track the development potential for any active projects in the Cosmos Ecosystem.,
DEX Screener,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://dexscreener.com/,,https://x.com/dexscreener,,DeFi; DEXs; Tools & Infrastructure,,,✅ Found,DEX Screener,1152,https://admin.thegrid.id/profiles/?rootId=1152,URL: urlMain,kava,https://interchaininfo.zone/ecosystem/kava/indexes,DEX Screener is a crypto analytics platform that aggregates real-time trading data across numerous decentralized exchanges (DEXs). It supports over 80 blockchains; offering tools like charts; watchlists; price alerts; and multi-chart features to assist both novice and experienced traders in tracking market trends and making informed decisions.,
Frame (Wallet),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://frame.sh/,,https://twitter.com/0xFrame,,Wallets,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Frame is a versatile web3 wallet and platform; designed for desktop use across macOS; Windows; and Linux. It supports a system-wide interface that integrates seamlessly with various applications and allows users to manage digital assets on multiple blockchain networks without needing to switch contexts manually.,
FxWallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,http://fxwallet.com,,https://twitter.com/FxWallet,,Wallets,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,FxWallet stands out as a fully decentralized multi-cryptocurrency blockchain wallet designed for mobile use. With its support for over 30 public chains and the option to add Ethereum-based public chains and tokens; it offers extensive flexibility. Geared towards beginners; its intuitive interface includes an NFT management DApp browser and facilitates asset staking while placing a strong emphasis on network security. Opting for FxWallet means selecting a secure; convenient; and adaptable digital asset management solution; paving the way for a new era of digital asset management.,
Hyperlane,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://hyperlane.xyz/,,https://x.com/hyperlane,,Bridges; Trustless; Tools & Infrastructure,,,✅ Found,Hyperlane,1853,https://admin.thegrid.id/profiles/?rootId=1853,URL: urlMain,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Hyperlane is an open-source interoperability framework designed to facilitate seamless communication between multiple blockchains. Launched with a focus on permissionless deployments and customizable security models; Hyperlane supports over 50 chains and enables developers to build interchain applications with features like general message passing; token bridging through Warp Routes; and the innovative Yield Routes for yield-generating bridges.,
IBC.fun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://ibc.fun/,,,,Bridges; DeFi; DEXs; Tools & Infrastructure,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,IBC is an incredibly easy; cheap and fast way to perform crosschain swaps and bridging. It’s an aggregator that taps into a wide number of DEX’s and birdges to make it wasy to navigate the growing interchain in one; easy to use place.,
Kava,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://app.kava.io/,,https://twitter.com/kava_platform,,Blockchains; Ecosystems; DeFi,,,✅ Found,Kava Network,id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,https://admin.thegrid.id/profiles/?rootId=id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,Name: Asset,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Kava is a cross-chain DeFi platform that connects the Cosmos ecosystem to Ethereum; enabling seamless interaction between dapps on both networks. Kava’s focus on security and reliability aims to bring DeFi to a broader community; with the ambition of becoming the Coinbase of DeFi.,
Kava Lending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,DeFi; Lending & Borrowing,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Kava Swap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,DeFi; DEXs,,,✅ Found,Kava Network,id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,https://admin.thegrid.id/profiles/?rootId=id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,Name: Product,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Kinetix Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,DeFi; DEXs,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Kinetix is committed to building a vibrant DeFi hub on Kava that is fully sustained by user-generated fees. After observing the life cycles of several DeFi projects throughout the previous market cycle; Kinetix understands that longevity and sustainability are cornerstones of success and has designed $KFI and its tokenomics accordingly.,
Leap Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://linktr.ee/leap_wallet,,https://twitter.com/leap_cosmos,,Wallets,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Rollchains,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://rollchains.com/,,https://twitter.com/rollchains,,Tools & Infrastructure; Core Tech Stack,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Rollchains helps improve the Cosmos developer experience and the ability to enable any Cosmos L1 to post its data to Celestia.,
Rubic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,Bridges; Trusted/Custodial; Trustless; DeFi; DEXs,,,✅ Found,Rubic,id1762957381-EyQqoI6sQc-dqPSwA5jQ3w,https://admin.thegrid.id/profiles/?rootId=id1762957381-EyQqoI6sQc-dqPSwA5jQ3w,Name: Profile,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Rubic is a cross-chain swap aggregator offering comprehensive interoperability by integrating over 220 decentralized exchanges (DEXs) and bridges. It supports swaps of more than 15;500 tokens across 80+ blockchains; providing users with an efficient way to trade assets seamlessly within a decentralized framework.,
stakewith.us,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.stakewith.us/,,https://twitter.com/stakewithus,,Validators; DeFi; Yield Optimization,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,We’re a small team of dedicated builders working collectively to build simple; useful and secure crypto yield products.,
Stargate Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,https://twitter.com/stargatefinance,,Bridges; Tools & Infrastructure; Core Tech Stack,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Stargate is an innovative blockchain project that aims to revolutionize the way transactions occur across multiple blockchains. It introduces a new token; STG; and features like Omnichain DEX to facilitate seamless and secure trading. With its unique approach to solving the “Bridging Trilemma;” Stargate has garnered significant attention and investment.,
SubQuery,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://subquery.network/,,https://twitter.com/SubQueryNetwork,,Tools & Infrastructure; Indexers,,,✅ Found,SubQuery,id1766081108-S-8TC56RTiCYtz6KOV0sPQ,https://admin.thegrid.id/profiles/?rootId=id1766081108-S-8TC56RTiCYtz6KOV0sPQ,URL: urlMain,kava,https://interchaininfo.zone/ecosystem/kava/indexes,A developer toolkit that provides a complete API to organize and query data from Layer-1 and Layer-2 chains. It offers a suite of tools and services that allow developers to focus on their core use case and front-end; reducing the need for complex and expensive data pre-processors.,
Sushi Swap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://www.sushi.com/ethereum/swap,,https://x.com/sushiswap,,DeFi; DEXs,,,✅ Found,Sushi,id1753735222-DG6ngSjeSR-RW4CtC3y07Q,https://admin.thegrid.id/profiles/?rootId=id1753735222-DG6ngSjeSR-RW4CtC3y07Q,Social Handle: Socials Lens - Twitter / X,kava,https://interchaininfo.zone/ecosystem/kava/indexes,SushiSwap is a decentralized exchange (DEX) built on Ethereum; enabling users to trade; stake; and earn rewards through liquidity pools. Known for its early success and governance by SUSHI token holders; SushiSwap offers advanced DeFi tools; including cross-chain swaps and lending via Kashi markets.,
Tether | $USDT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://tether.to/,,,,DeFi; Stablecoins; Organizations; Teams & Businesses,,,✅ Found,Tether,1275,https://admin.thegrid.id/profiles/?rootId=1275,URL: urlMain,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Tether and its stablecoin USDT have been pivotal in the cryptocurrency landscape; serving as a stable asset and a bridge between digital and traditional finance. Despite its utility; Tether has faced regulatory scrutiny and questions about its financial backing. Recent partnerships and global initiatives indicate its intent to expand and solidify its market position.,
TFM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://juno.tfm.com/,,https://twitter.com/tfm_com,,NFTs; DeFi; DEXs,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,TFM; a protocol in the Cosmos ecosystem; offers a suite of DeFi and NFT solutions including token and NFT trading; data analytics; launchpad; and yield farming. It aims to enhance liquidity efficiency and user experience. Initially deployed on Terra; it’s expanding to more networks. TFM’s key features include IBC Swap; IBC Transfer; DEX Aggregator; NFT Aggregator; and comprehensive analytics tools.,
The Interop Podcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://theinterop.show/,,https://twitter.com/TheInterop,,Creators & Education; Content Creators,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,The Interop Podcast; hosted by Sebastien Couture; is a deep dive into the Cosmos ecosystem and broader Web3 technologies. Through interviews with industry leaders; it caters to those seeking detailed explorations of blockchain innovations.,
USDX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,DeFi; Stablecoins,,,✅ Found,Kava Network,id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,https://admin.thegrid.id/profiles/?rootId=id1754446903-ubyjNkVOT5-OvmpSDRR_KQ,Name: Asset,kava,https://interchaininfo.zone/ecosystem/kava/indexes,,
Validators & Validation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,Validators; Core Tech Stack; Concepts & Terms,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Validators are essential participants in Proof of Stake (PoS) blockchain networks; tasked with verifying and adding new transactions. By staking cryptocurrency as collateral; they help maintain the network’s integrity and security. Validators participate in consensus mechanisms; ensure transaction accuracy; and play a pivotal role in governance by voting on proposals. Their commitment is incentivized through rewards for their contributions and penalties; such as slashing of their stake; for any malicious actions or failures to fulfill their responsibilities. They are analogous tominerson Proof-of-Work (PoW) networks like Bitcoin.,
WEBISOFT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://webisoft.com/,,,,Real World Services; Organizations; Teams & Businesses,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,At Webisoft; we turn your digital ideas into powerful realities. Specializing in web and mobile app development; blockchain solutions; and digital marketing; our expert team delivers innovative; custom-tailored strategies to drive your business forward. Choose Webisoft for cutting-edge technology; exceptional quality; and unmatched client satisfaction. Let’s build something extraordinary together.,
Yieldmos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,https://twitter.com/yieldmos,,DeFi; Yield Optimization; Tools & Infrastructure,,,❌ Not found,,,,,kava,https://interchaininfo.zone/ecosystem/kava/indexes,Yieldmos is a non-custodial yield optimizer that focuses on the Cosmos ecosystem. In simple terms;it’s a tool that makes it easy to reap the benefits of compounding interest. It identifies; composes; and packages yield generation opportunities across the Cosmos network in an accessible platform.,
Kinetix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://kinetix.finance/,,https://twitter.com/KinetixFi,,Featured; DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,The first decentralized #Perps Exchange on Kava. Building a Kava-native #DeFi Hub with $KFI.,
WAGMI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://wagmi.com/,,https://twitter.com/PopsicleFinance,,Featured; DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Unlock the power of DeFi with Wagmi - an all-in-one platform for trading; liquidity provision; swapping; and yield strategy generation.,
Alchemy Pay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://ramp.alchemypay.org/?appId=87C5jL0DdGnrO1Xe#/index,,https://x.com/AlchemyPay,,Featured,,,✅ Found,Alchemy Pay,id1753462300-6vw16vujRcOnHVhHbymdXw,https://admin.thegrid.id/profiles/?rootId=id1753462300-6vw16vujRcOnHVhHbymdXw,Social Handle: Socials Lens - Twitter / X,kava,https://www.kava.io/ecosystem,Alchemy Pay $ACH bridges fiat and crypto global economies through its real-world payment network and direct access to Web3 services.,
Curve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://curve.fi/,,https://twitter.com/CurveFinance,,Featured; DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Curve is a decentralized exchange liquidity pool on Ethereum designed for extremely efficient stablecoin trading.,
Stargate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://stargate.finance/,,https://twitter.com/StargateFinance,,Featured; Infrastructure,,,✅ Found,Stargate,id1757300979-SqtiNzFZQrCj22bK3HlGUQ,https://admin.thegrid.id/profiles/?rootId=id1757300979-SqtiNzFZQrCj22bK3HlGUQ,URL: urlMain,kava,https://www.kava.io/ecosystem,Stargate is a fully composable liquidity transport protocol that lives at the heart of omnichain DeFi.,
Sushi Trident,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://www.sushi.com/swap,,https://twitter.com/SushiSwap,,Featured; DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,TRIDENT 🔱 is a newly developed AMM and routing system from SushiSwap (Sushi).,
Beefy Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://beefy.com/,,https://twitter.com/beefyfinance,,Featured; Yield,,,✅ Found,Beefy,id1757613386-MdzHS0xBSU-pyhT3H7rL3A,https://admin.thegrid.id/profiles/?rootId=id1757613386-MdzHS0xBSU-pyhT3H7rL3A,URL: urlMain,kava,https://www.kava.io/ecosystem,Beefy is a Decentralized; Multichain Yield Optimizer platform that allows users to earn compound interest on crypto.,
Abracadabra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://abracadabra.money/,,https://twitter.com/MIM_Spell,,Featured; CDP,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Borrow; Leverage or Earn Yield.,
Mare Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://mare.finance/,,https://twitter.com/MareFinance,,Featured,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Mare Finance is a decentralized lending protocol for individuals; institutions and protocols to access financial services.,
Hover,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://hover.market/,,https://twitter.com/hover_market,,Featured; Lending,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Innovative lending protocol. Bringing capital efficiency to Kava; Cosmos; and beyond.,
Injective,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://injective.com/,,https://twitter.com/Injective_,,Featured; Cross-Chain,,,✅ Found,Injective,id1765909709-jHqJtgn9SLKfszPXjGSh8g,https://admin.thegrid.id/profiles/?rootId=id1765909709-jHqJtgn9SLKfszPXjGSh8g,URL: urlMain,kava,https://www.kava.io/ecosystem,Build and use the best Web3 applications on Injective.,
Scrub Money,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://scrub.money/,,https://twitter.com/ScrubFinance,,Featured; Algo-Stables,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,Scrub Money is a decentralized cross-chain ecosystem currently building a fully backed stable coin and an innovative revenue share model.,
ABcDeFX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,https://abcdefx.eliteness.network/,,https://twitter.com/FTM1337,,DEX,,,❌ Not found,,,,,kava,https://www.kava.io/ecosystem,ABcDeFx (A BlockChain-Decentralized Exchange & ForeX) is a Multi-Chain StableSwap AMM DEX & Foreign Exchange Market.,
Akash,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,https://akash.network/,,https://twitter.com/akashnet_,,Infrastructure,,,✅ Found,Akash Network,1740,https://admin.thegrid.id/profiles/?rootId=1740,URL: urlMain,kava,https://www.kava.io/ecosystem,Censorship-resistant; permissionless; and self-sovereign; Akash Network is the world's first open source cloud.,
